yage,yjs,ymi        ,ypsh,ywith,ydfh,ytwy,yyatco,ywlb,yattr
29  ,3  ,0.255924171,11  ,4    ,10  ,8   ,5     ,3   ,0
25  ,3  ,0.221011058,17  ,7    ,2   ,7   ,7     ,3   ,0
39  ,2  ,0.225697736,21  ,0    ,12  ,7   ,5     ,3   ,0
36  ,2  ,0.052869932,11  ,3    ,7   ,15  ,4     ,3   ,0
36  ,1  ,0.307161664,20  ,4    ,3   ,13  ,5     ,3   ,0
43  ,3  ,0.873828331,24  ,11   ,15  ,14  ,14    ,3   ,0
35  ,4  ,0.188098999,24  ,7    ,12  ,13  ,11    ,4   ,1
38  ,4  ,0.196208531,15  ,9    ,1   ,19  ,13    ,4   ,0
29  ,2  ,0.167351237,13  ,9    ,5   ,10  ,10    ,2   ,0
33  ,4  ,0.236756187,14  ,4    ,2   ,6   ,6     ,3   ,0
32  ,2  ,0.234913112,13  ,6    ,2   ,10  ,9     ,2   ,0
49  ,3  ,0.75671406 ,14  ,0    ,1   ,23  ,8     ,3   ,0
41  ,3  ,0.319799895,16  ,2    ,23  ,21  ,2     ,3   ,0
20  ,1  ,0.090521327,11  ,2    ,9   ,2   ,2     ,3   ,0
36  ,3  ,0.228436019,14  ,2    ,26  ,10  ,3     ,2   ,0
23  ,3  ,0.156924697,11  ,2    ,8   ,5   ,5     ,3   ,1
53  ,4  ,0.315745129,15  ,2    ,24  ,11  ,4     ,3   ,0
32  ,2  ,0.020221169,12  ,0    ,2   ,1   ,1     ,3   ,1
26  ,4  ,0.082201159,20  ,7    ,7   ,7   ,7     ,3   ,0
55  ,2  ,0.133122696,12  ,2    ,22  ,8   ,4     ,3   ,0
34  ,4  ,0.156766719,14  ,13   ,5   ,15  ,15    ,4   ,0
60  ,4  ,0.519957873,20  ,0    ,1   ,19  ,1     ,4   ,0
33  ,2  ,0.053659821,18  ,13   ,21  ,14  ,14    ,3   ,0
37  ,4  ,0.448446551,14  ,3    ,1   ,6   ,6     ,2   ,0
23  ,4  ,0.066666667,21  ,2    ,7   ,3   ,3     ,3   ,1
35  ,4  ,0.206477093,14  ,4    ,2   ,6   ,5     ,4   ,0
43  ,4  ,0.360084255,17  ,8    ,2   ,10  ,10    ,3   ,0
24  ,3  ,0.178620326,16  ,4    ,9   ,5   ,5     ,3   ,0
41  ,3  ,0.433491311,12  ,7    ,6   ,10  ,10    ,3   ,0
45  ,3  ,0.512848868,23  ,4    ,1   ,25  ,23    ,2   ,0
24  ,3  ,0.028751975,11  ,0    ,22  ,1   ,1     ,3   ,1
47  ,3  ,0.628067404,11  ,10   ,9   ,25  ,23    ,1   ,1
26  ,3  ,0.068246445,15  ,2    ,17  ,3   ,3     ,4   ,0
32  ,3  ,0.12764613 ,13  ,3    ,10  ,10  ,5     ,2   ,0
31  ,3  ,0.129963138,14  ,3    ,2   ,6   ,5     ,4   ,0
41  ,2  ,0.285466035,19  ,2    ,4   ,10  ,3     ,3   ,0
24  ,1  ,0.152606635,13  ,2    ,29  ,6   ,6     ,4   ,0
46  ,2  ,0.239757767,14  ,9    ,13  ,19  ,10    ,3   ,0
35  ,3  ,0.309320695,16  ,7    ,27  ,17  ,7     ,3   ,0
30  ,4  ,0.097577672,12  ,8    ,16  ,10  ,10    ,2   ,0
47  ,2  ,0.209004739,11  ,0    ,2   ,4   ,1     ,1   ,0
46  ,4  ,0.492838336,12  ,3    ,2   ,13  ,10    ,2   ,0
36  ,1  ,0.269878884,13  ,2    ,13  ,16  ,2     ,3   ,1
32  ,2  ,0.30152712 ,15  ,0    ,1   ,10  ,0     ,3   ,1
39  ,4  ,0.287677725,15  ,8    ,1   ,9   ,9     ,3   ,0
32  ,3  ,0.452922591,13  ,2    ,19  ,10  ,4     ,1   ,0
40  ,2  ,0.991258557,14  ,8    ,7   ,21  ,21    ,2   ,0
24  ,4  ,0.059820958,14  ,1    ,10  ,3   ,2     ,3   ,0
31  ,3  ,0.386361243,19  ,2    ,5   ,6   ,5     ,3   ,0
29  ,3  ,0.278304371,12  ,2    ,1   ,10  ,3     ,4   ,0
30  ,1  ,0.322854134,11  ,7    ,15  ,12  ,7     ,3   ,0
34  ,4  ,0.101263823,14  ,2    ,2   ,6   ,5     ,3   ,0
31  ,3  ,0.376619273,13  ,0    ,16  ,10  ,1     ,3   ,1
30  ,3  ,0.225645076,16  ,7    ,16  ,10  ,7     ,3   ,0
32  ,2  ,0.089994734,14  ,7    ,5   ,12  ,7     ,3   ,0
38  ,4  ,0.252869932,16  ,0    ,18  ,15  ,1     ,3   ,0
43  ,3  ,0.075197472,16  ,0    ,17  ,6   ,1     ,3   ,1
42  ,2  ,0.09252238 ,22  ,4    ,12  ,7   ,5     ,2   ,0
55  ,1  ,0.949394418,12  ,0    ,2   ,34  ,1     ,3   ,0
33  ,2  ,0.107740916,15  ,7    ,4   ,11  ,9     ,2   ,0
41  ,1  ,0.067403897,20  ,4    ,9   ,5   ,5     ,3   ,0
34  ,3  ,0.157556609,14  ,7    ,10  ,15  ,15    ,3   ,0
43  ,4  ,0.133228015,13  ,8    ,2   ,10  ,9     ,3   ,0
21  ,2  ,0.087941022,13  ,0    ,7   ,1   ,1     ,3   ,1
37  ,2  ,0.167456556,14  ,3    ,9   ,5   ,5     ,3   ,0
46  ,4  ,0.964665613,17  ,2    ,2   ,24  ,2     ,3   ,0
36  ,1  ,0.38504476 ,13  ,7    ,10  ,15  ,12    ,3   ,0
44  ,2  ,0.070194839,12  ,3    ,1   ,6   ,5     ,2   ,1
37  ,2  ,0.161242759,13  ,7    ,8   ,19  ,10    ,2   ,0
35  ,4  ,0.25297525 ,18  ,7    ,27  ,10  ,10    ,3   ,1
33  ,1  ,0.112374934,19  ,6    ,8   ,14  ,10    ,3   ,0
28  ,4  ,0.05450237 ,11  ,3    ,1   ,5   ,5     ,4   ,0
39  ,3  ,0.655871511,21  ,2    ,10  ,9   ,4     ,3   ,0
46  ,2  ,0.367667193,15  ,2    ,26  ,6   ,2     ,3   ,0
42  ,1  ,0.238493944,18  ,0    ,13  ,10  ,0     ,2   ,0
35  ,4  ,0.250289626,14  ,7    ,2   ,15  ,7     ,3   ,0
38  ,2  ,0.083359663,13  ,8    ,2   ,13  ,11    ,3   ,0
34  ,1  ,0.22838336 ,17  ,7    ,9   ,11  ,7     ,2   ,1
37  ,1  ,0.168720379,15  ,8    ,10  ,10  ,10    ,1   ,1
39  ,4  ,0.16419168 ,18  ,2    ,20  ,7   ,2     ,3   ,0
43  ,3  ,0.075250132,13  ,2    ,9   ,7   ,3     ,2   ,0
41  ,2  ,0.308636124,12  ,2    ,5   ,11  ,3     ,1   ,0
34  ,3  ,0.304897314,21  ,8    ,8   ,10  ,10    ,3   ,0
58  ,2  ,0.804739336,22  ,14   ,2   ,37  ,16    ,2   ,0
35  ,3  ,0.089310163,16  ,3    ,23  ,6   ,5     ,4   ,0
26  ,4  ,0.193522907,13  ,2    ,10  ,5   ,5     ,3   ,0
58  ,3  ,0.778199052,14  ,2    ,15  ,23  ,2     ,3   ,0
31  ,1  ,0.102527646,17  ,0    ,18  ,2   ,1     ,3   ,1
29  ,1  ,0.069826224,15  ,0    ,13  ,4   ,2     ,3   ,1
43  ,4  ,0.245708268,20  ,7    ,2   ,7   ,7     ,3   ,0
29  ,4  ,0.147604002,13  ,10   ,20  ,11  ,11    ,4   ,0
32  ,4  ,0.191627172,13  ,0    ,10  ,4   ,0     ,4   ,0
42  ,3  ,0.10147446 ,22  ,3    ,10  ,10  ,6     ,2   ,0
46  ,4  ,0.398578199,14  ,7    ,2   ,12  ,9     ,2   ,0
28  ,4  ,0.089362823,15  ,2    ,1   ,3   ,3     ,3   ,0
29  ,3  ,0.283043707,17  ,6    ,29  ,11  ,7     ,3   ,0
42  ,3  ,0.155818852,13  ,0    ,8   ,8   ,0     ,3   ,0
32  ,2  ,0.468562401,12  ,2    ,2   ,7   ,2     ,2   ,1
29  ,2  ,0.094523433,11  ,0    ,6   ,1   ,1     ,3   ,0
48  ,2  ,0.982411796,12  ,9    ,10  ,29  ,22    ,3   ,0
29  ,4  ,0.075302791,24  ,0    ,24  ,1   ,1     ,2   ,1
39  ,4  ,0.152343339,14  ,2    ,19  ,7   ,2     ,3   ,0
55  ,4  ,0.087045814,20  ,4    ,2   ,19  ,5     ,4   ,0
30  ,4  ,0.003791469,13  ,0    ,9   ,1   ,1     ,2   ,1
22  ,2  ,0.077040548,23  ,0    ,7   ,1   ,1     ,3   ,1
31  ,3  ,0.16787783 ,11  ,2    ,20  ,10  ,10    ,3   ,0
34  ,4  ,0.458346498,13  ,0    ,4   ,9   ,5     ,3   ,0
29  ,1  ,0.055450237,14  ,2    ,7   ,11  ,3     ,3   ,0
37  ,1  ,0.172459189,22  ,4    ,7   ,16  ,5     ,3   ,0
36  ,4  ,0.15150079 ,21  ,8    ,2   ,10  ,10    ,2   ,0
40  ,1  ,0.832754081,11  ,16   ,1   ,22  ,19    ,3   ,0
44  ,1  ,0.211901001,15  ,2    ,1   ,10  ,2     ,3   ,0
34  ,1  ,0.068351764,23  ,0    ,16  ,5   ,5     ,3   ,1
56  ,4  ,0.083096367,16  ,0    ,24  ,5   ,4     ,3   ,1
36  ,2  ,0.236861506,16  ,3    ,17  ,12  ,4     ,1   ,0
42  ,1  ,0.649763033,13  ,7    ,6   ,18  ,13    ,4   ,0
26  ,4  ,0.080832017,18  ,7    ,6   ,8   ,7     ,3   ,0
45  ,3  ,0.231174302,12  ,3    ,1   ,12  ,4     ,3   ,0
33  ,3  ,0.23580832 ,14  ,9    ,10  ,10  ,10    ,2   ,0
28  ,4  ,0.30674039 ,12  ,7    ,1   ,7   ,7     ,3   ,0
29  ,1  ,0.004318062,17  ,0    ,24  ,1   ,1     ,3   ,1
27  ,2  ,0.064086361,11  ,2    ,2   ,6   ,5     ,2   ,0
34  ,4  ,0.249499737,15  ,11   ,22  ,16  ,15    ,3   ,0
47  ,2  ,0.234755134,18  ,7    ,14  ,16  ,8     ,4   ,0
39  ,1  ,0.218114797,25  ,9    ,9   ,10  ,10    ,3   ,0
38  ,4  ,0.198104265,19  ,3    ,9   ,10  ,5     ,4   ,0
49  ,4  ,0.955871511,15  ,3    ,2   ,28  ,5     ,3   ,0
42  ,4  ,0.214744602,12  ,0    ,12  ,14  ,0     ,3   ,0
35  ,1  ,0.239705108,16  ,4    ,18  ,6   ,5     ,1   ,0
28  ,3  ,0.059768299,14  ,4    ,16  ,5   ,5     ,2   ,0
31  ,1  ,0.108267509,13  ,3    ,3   ,4   ,4     ,4   ,0
36  ,2  ,0.094839389,22  ,2    ,9   ,5   ,5     ,3   ,0
34  ,4  ,0.467561875,21  ,1    ,1   ,14  ,14    ,2   ,0
34  ,3  ,0.401211164,18  ,1    ,13  ,9   ,8     ,2   ,0
26  ,1  ,0.097840969,13  ,6    ,1   ,8   ,7     ,2   ,0
29  ,1  ,0.229805161,12  ,2    ,1   ,6   ,5     ,2   ,0
31  ,1  ,0.210321222,21  ,7    ,1   ,10  ,10    ,3   ,0
28  ,4  ,0.071511322,12  ,3    ,17  ,6   ,4     ,2   ,1
38  ,1  ,0.097367035,14  ,0    ,1   ,20  ,1     ,2   ,0
27  ,4  ,0.163033175,14  ,7    ,9   ,7   ,7     ,3   ,0
32  ,4  ,0.456556082,24  ,0    ,5   ,8   ,1     ,3   ,0
31  ,4  ,0.242654028,11  ,8    ,26  ,10  ,10    ,3   ,1
53  ,1  ,0.49705108 ,13  ,2    ,24  ,15  ,2     ,2   ,1
33  ,3  ,0.261137441,20  ,8    ,7   ,9   ,9     ,3   ,0
43  ,3  ,0.342338073,17  ,9    ,11  ,10  ,10    ,3   ,0
38  ,2  ,0.104370721,11  ,2    ,1   ,7   ,6     ,3   ,0
55  ,2  ,0.980884676,18  ,4    ,26  ,35  ,10    ,3   ,0
39  ,1  ,0.649394418,12  ,10   ,15  ,21  ,20    ,3   ,0
42  ,3  ,0.174986835,12  ,7    ,23  ,20  ,20    ,3   ,0
24  ,3  ,0.189994734,12  ,2    ,1   ,4   ,4     ,2   ,0
23  ,4  ,0.086255924,13  ,4    ,12  ,5   ,5     ,4   ,0
30  ,2  ,0.144233807,13  ,7    ,1   ,12  ,12    ,2   ,0
25  ,3  ,0.156292786,19  ,2    ,2   ,7   ,2     ,2   ,0
47  ,3  ,0.40147446 ,23  ,11   ,25  ,25  ,17    ,3   ,0
33  ,3  ,0.052606635,12  ,0    ,1   ,1   ,1     ,2   ,0
38  ,2  ,0.180674039,15  ,8    ,1   ,16  ,15    ,3   ,0
31  ,3  ,0.108372828,19  ,2    ,2   ,3   ,2     ,3   ,0
38  ,3  ,0.227066877,11  ,7    ,6   ,10  ,8     ,3   ,0
42  ,1  ,0.231753555,17  ,2    ,18  ,9   ,4     ,2   ,0
41  ,4  ,0.093364929,22  ,0    ,1   ,12  ,5     ,3   ,0
35  ,3  ,0.086940495,11  ,2    ,11  ,5   ,2     ,3   ,0
22  ,3  ,0.12459189 ,12  ,2    ,1   ,4   ,3     ,4   ,0
35  ,3  ,0.215323855,19  ,8    ,9   ,10  ,10    ,3   ,0
40  ,4  ,0.073565034,19  ,0    ,1   ,8   ,1     ,2   ,0
32  ,2  ,0.066350711,14  ,2    ,1   ,3   ,2     ,3   ,0
39  ,4  ,0.163191153,13  ,7    ,24  ,18  ,7     ,3   ,0
52  ,4  ,0.130226435,15  ,0    ,29  ,16  ,9     ,2   ,0
44  ,4  ,0.075144813,12  ,2    ,1   ,6   ,4     ,3   ,0
21  ,1  ,0.072195893,11  ,2    ,5   ,2   ,2     ,3   ,0
39  ,4  ,0.970089521,13  ,3    ,9   ,21  ,6     ,2   ,0
23  ,1  ,0.041126909,19  ,0    ,9   ,1   ,1     ,2   ,1
56  ,3  ,0.278936282,21  ,9    ,1   ,13  ,13    ,2   ,0
29  ,4  ,0.198946814,14  ,2    ,1   ,4   ,2     ,4   ,1
42  ,3  ,0.94107425 ,11  ,14   ,2   ,24  ,22    ,2   ,0
56  ,3  ,0.070036862,11  ,8    ,7   ,14  ,10    ,1   ,1
36  ,4  ,0.231542917,24  ,11   ,15  ,15  ,15    ,2   ,0
41  ,2  ,0.417535545,11  ,4    ,3   ,14  ,5     ,3   ,0
32  ,1  ,0.075302791,14  ,2    ,2   ,4   ,4     ,3   ,0
50  ,3  ,0.301158504,12  ,1    ,1   ,12  ,6     ,3   ,1
40  ,3  ,0.09478673 ,14  ,2    ,2   ,8   ,2     ,3   ,0
35  ,3  ,0.246445498,14  ,2    ,18  ,10  ,10    ,4   ,0
29  ,2  ,0.158820432,13  ,3    ,13  ,10  ,4     ,3   ,0
50  ,1  ,0.518430753,13  ,0    ,28  ,20  ,3     ,3   ,1
31  ,1  ,0.470089521,19  ,7    ,5   ,10  ,9     ,3   ,0
36  ,4  ,0.082253818,17  ,3    ,23  ,17  ,5     ,3   ,0
39  ,1  ,0.472985782,15  ,7    ,6   ,9   ,7     ,3   ,0
27  ,2  ,0.270300158,20  ,3    ,4   ,6   ,6     ,3   ,0
49  ,2  ,0.230700369,14  ,8    ,2   ,17  ,9     ,2   ,0
34  ,3  ,0.178778304,12  ,2    ,8   ,6   ,4     ,4   ,0
